zip_code,latest_year,latest_price,cagr,price_volatility,turnover,median_dom,avg_sale_to_list,sold_above_list,off_market_2w,years_covered,afford_score,growth_score,median_dom_score,avg_sale_to_list_score,sold_above_list_score,market_score,stability_score,ftb_score,state,state_code,parent_metro_region,why_it_ranks
15379,2015.0,35000.0,0.3,0.0,2.0,144.33333333333334,0.5682820804333334,0.0,0.0,3.0,0.9996114241305615,1.0,0.9711021505376344,0.9490432235572139,1.0,0.9733817913649494,1.0,0.9932094462869339,Pennsylvania,PA,"Pittsburgh, PA","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
38639,2016.0,30000.0,0.3,0.0,2.0,135.66666666666666,0.8452950558,0.0,0.0,3.0,0.999668567640773,1.0,0.9728494623655914,0.7423171225373135,1.0,0.9050555283009682,1.0,0.9761478807495126,Mississippi,MS,"Clarksdale, MS","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
48620,2022.0,106000.0,0.3,0.0,2.0,120.0,0.9059246117,0.0,0.0,3.0,0.9987999862855576,1.0,0.976008064516129,0.6970711852985074,1.0,0.8910264166048788,1.0,0.9723365993511649,Michigan,MI,"Midland, MI","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
13649,2020.0,136000.0,0.3,0.0,2.0,104.0,0.9455435613000001,0.0,0.0,3.0,0.9984571252242883,1.0,0.979233870967742,0.667504805,1.0,0.8822462253225806,1.0,0.970021550159146,New York,NY,"Ogdensburg, NY","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
28353,2025.0,148000.0,0.3,0.0,2.0,315.3333333333333,0.9029720874999999,0.0,0.0,3.0,0.9983199807997806,1.0,0.9366263440860215,0.6992745615671643,1.0,0.8786336352177285,1.0,0.9690704020843552,North Carolina,NC,"Laurinburg, NC","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
56631,2023.0,335000.0,0.3,0.0,2.0,221.66666666666666,0.9350081521333333,0.0,0.0,3.0,0.9961828135178687,1.0,0.9555107526881721,0.6753670506467662,1.0,0.8769592677783127,1.0,0.9679038016758322,Minnesota,MN,"Grand Rapids, MN","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
77453,2025.0,219500.0,0.3,0.0,2.0,14.0,1.0,0.0,0.0,4.0,0.9975028286037555,1.0,0.9973790322580646,0.6268656716417911,1.0,0.8747482346332852,1.0,0.9678130486696357,Texas,TX,"El Campo, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
76905,2024.0,243979.125,0.3,0.05713634256602087,2.0,57.17307692307691,0.9345676579438097,0.0013503809755128205,0.09317534244571096,13.0,0.9972230639778741,1.0,0.9886747828784119,0.6756957776538733,0.9986496190244872,0.8876733931855908,0.9428636574339792,0.9623759693037504,Texas,TX,"San Angelo, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
79765,2025.0,316138.0,0.3,0.09849621219608842,2.0,61.75416666666668,0.9421054812365715,0.0001948512437142857,0.0697911125765238,14.0,0.9963983816957908,1.0,0.9877511760752689,0.6700705363906183,0.9998051487562857,0.8858756204073909,0.9015037878039116,0.9554339068659612,Texas,TX,"Midland, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
75707,2025.0,345849.9,0.3,0.11351337863386415,2.0,35.97559523809524,0.9590507603091668,0.010246982441904763,0.14579273058822043,14.0,0.9960588132435799,1.0,0.9929484687019969,0.6574248057394277,0.9897530175580952,0.8800420973331734,0.8864866213661359,0.9516041021734668,Texas,TX,"Tyler, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
66606,2025.0,105500.0,0.3,0.13354096756913597,2.0,80.25192307692306,0.9348973431674507,0.003871856489166667,0.1451393810426282,13.0,0.9988057006365787,1.0,0.9840217897022333,0.6754497439048875,0.9961281435108333,0.8851998923726514,0.8664590324308641,0.950850823180595,Kansas,KS,"Topeka, KS","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
79714,2025.0,290350.0,0.3,0.1194872622210593,2.0,94.37635281385282,0.9910994960733334,0.0004289603438095238,0.0653648206577868,14.0,0.9966931050640578,1.0,0.981174122416562,0.6335078387512438,0.9995710396561904,0.871417666941332,0.8805127377789407,0.9487739141745944,Texas,TX,"Andrews, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
38672,2025.0,257090.0,0.3,0.050426921626856795,2.0,78.33472222222223,0.9914971140911111,0.14216428116826388,0.18498848532731946,12.0,0.9970732236939851,1.0,0.9844083221326165,0.6332111088872305,0.8578357188317361,0.8251517166171944,0.9495730783731432,0.9476995192031649,Mississippi,MS,"Memphis, TN","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
77496,2025.0,225192.0,0.3,0.0924266048344759,2.0,41.30579004329004,0.9739180181006818,0.09554571690887446,0.4115024723932576,14.0,0.9974377764317306,1.0,0.9918738326525625,0.6463298372382972,0.9044542830911255,0.847552650993995,0.907573395165524,0.947127393774433,Texas,TX,"Houston, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
77043,2025.0,303400.0,0.3,0.08060895767271815,2.0,38.53690476190476,0.9672127590524999,0.14164271235089285,0.35975794355155305,14.0,0.9965439605024058,1.0,0.9924320756528417,0.6513337619011195,0.8583572876491071,0.8340410417343561,0.9193910423272819,0.9452093029585233,Texas,TX,"Houston, TX","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
70503,2025.0,267190.0,0.3,0.10362615139853101,2.0,80.07261904761904,0.9673535581875,0.09759869770444048,0.13212187969784794,14.0,0.9969577938033578,1.0,0.9840579397081414,0.6512286879197762,0.9024013022955595,0.845895976641159,0.896373848601469,0.9448652992816854,Louisiana,LA,"Lafayette, LA","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
70634,2025.0,215790.0,0.3,0.11414175731568182,2.0,80.45357142857142,0.9718919102314285,0.0800515285123254,0.061239193429216805,14.0,0.9975452290883324,1.0,0.9839811347926267,0.6478418580362474,0.9199484714876746,0.8505904881055163,0.8858582426843182,0.9446671886099431,Louisiana,LA,"DeRidder, LA","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
85614,2025.0,264500.0,0.3,0.08386290181746604,2.0,74.6267857142857,0.9726224091383333,0.1350963770997143,0.2918165552089048,14.0,0.9969885370118515,1.0,0.9851558899769586,0.6472967095982588,0.8649036229002857,0.832452074158501,0.916137098182534,0.9444795712211533,Arizona,AZ,"Tucson, AZ","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
15553,2021.0,100000.0,0.3,0.0,2.0,374.6,0.89218261417,0.3,0.0,2.0,0.9988685584978114,1.0,0.9246774193548387,0.707326407335821,0.7,0.7773346088968864,1.0,0.9439376476984557,Pennsylvania,PA,"Somerset, PA","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
67502,2025.0,224520.0,0.3,0.1527798139768284,2.0,71.81401515151515,0.9750666781339133,0.01897656475039827,0.14275622010113906,14.0,0.9974454565195031,1.0,0.9857229808162268,0.6454726282582737,0.9810234352496018,0.8707396814413674,0.8472201860231716,0.9438738580456436,Kansas,KS,"Hutchinson, KS","well under budget, strong recent growth, healthy market (DOM/sale-to-list), relatively stable"
